NO_Class,NO_Trial,NO_ITER,LL,DIFF_LL,DIFF_CPT,YET_CUR_BEST_LL,Comments
6,6,31,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,6,41,-8386.894407,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,6,47,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,6,48,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,6,49,-8386.894407,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,6,50,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,1,-8396.877677,-8396.877677,6.526868,-8353.559255,Still in CN Loop
6,7,11,-8360.395160,36.482517,0.000003,-8353.559255,Still in CN Loop
6,7,21,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,31,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,41,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,47,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,48,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,49,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,7,50,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,1,-8376.255249,-8376.255249,6.832906,-8353.559255,Still in CN Loop
6,8,11,-8376.254361,0.000887,0.000003,-8353.559255,Still in CN Loop
6,8,21,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,31,-8376.254361,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,41,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,47,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,48,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,49,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,8,50,-8376.254361,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,1,-8428.681059,-8428.681059,6.774864,-8353.559255,Still in CN Loop
6,9,11,-8409.945433,18.735626,0.000186,-8353.559255,Still in CN Loop
6,9,21,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,31,-8409.945433,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,41,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,47,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,48,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,49,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,9,50,-8409.945433,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,1,-8443.239108,-8443.239108,6.442070,-8353.559255,Still in CN Loop
6,10,11,-8387.552868,55.686240,0.170481,-8353.559255,Still in CN Loop
6,10,21,-8387.552782,0.000086,0.000002,-8353.559255,Still in CN Loop
6,10,31,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,41,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,47,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,48,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,49,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,10,50,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,1,-8410.742732,-8410.742732,6.482445,-8353.559255,Still in CN Loop
6,11,11,-8369.418476,41.324256,0.000014,-8353.559255,Still in CN Loop
6,11,21,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,31,-8369.418476,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,41,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,47,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,48,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,49,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,11,50,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,1,-8363.640848,-8363.640848,6.719394,-8353.559255,Still in CN Loop
6,12,11,-8353.559255,10.081593,0.000000,-8353.559255,Still in CN Loop
6,12,21,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,31,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,41,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,47,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,48,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,49,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,12,50,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,1,-8387.530640,-8387.530640,6.636846,-8353.559255,Still in CN Loop
6,13,11,-8360.395160,27.135480,0.000603,-8353.559255,Still in CN Loop
6,13,21,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,31,-8360.395160,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,41,-8360.395160,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,47,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,48,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,49,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,13,50,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,1,-8417.255635,-8417.255635,6.345765,-8353.559255,Still in CN Loop
6,14,11,-8389.508838,27.746797,0.001574,-8353.559255,Still in CN Loop
6,14,21,-8389.508834,0.000004,0.000007,-8353.559255,Still in CN Loop
6,14,31,-8389.508834,0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,41,-8389.508834,0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,47,-8389.508834,0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,48,-8389.508834,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,49,-8389.508834,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,14,50,-8389.508834,0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,1,-8388.366869,-8388.366869,6.722204,-8353.559255,Still in CN Loop
6,15,11,-8369.908675,18.458194,0.000002,-8353.559255,Still in CN Loop
6,15,21,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,31,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,41,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,47,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,48,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,49,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,15,50,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,1,-8411.616857,-8411.616857,6.442557,-8353.559255,Still in CN Loop
6,16,11,-8371.984445,39.632412,0.162637,-8353.559255,Still in CN Loop
6,16,21,-8371.984442,0.000004,0.000007,-8353.559255,Still in CN Loop
6,16,31,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,41,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,47,-8371.984442,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,48,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,49,-8371.984442,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,16,50,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,1,-8361.030558,-8361.030558,6.815257,-8353.559255,Still in CN Loop
6,17,11,-8360.395160,0.635398,0.000003,-8353.559255,Still in CN Loop
6,17,21,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,31,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,41,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,47,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,48,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,49,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,17,50,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,1,-8390.047558,-8390.047558,6.651839,-8353.559255,Still in CN Loop
6,18,11,-8353.559255,36.488303,0.000000,-8353.559255,Still in CN Loop
6,18,21,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,31,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,41,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,47,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,48,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,49,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,50,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,18,50,-8353.559255,0.000000,-8353.559255,Better LL and NO Conflict
6,19,1,-8383.019094,-8383.019094,6.799401,-8353.559255,Still in CN Loop
6,19,11,-8380.221839,2.797255,0.485373,-8353.559255,Still in CN Loop
6,19,21,-8369.783441,10.438398,0.000151,-8353.559255,Still in CN Loop
6,19,31,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,19,41,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,19,47,-8369.783441,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,19,48,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,19,49,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,19,50,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,1,-8438.952427,-8438.952427,6.530482,-8353.559255,Still in CN Loop
6,20,11,-8404.583288,34.369139,0.147412,-8353.559255,Still in CN Loop
6,20,21,-8387.552782,17.030506,0.000257,-8353.559255,Still in CN Loop
6,20,31,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,41,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,47,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,48,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,49,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,20,50,-8387.552782,0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,1,-8413.558244,-8413.558244,6.544108,-8353.559255,Still in CN Loop
6,21,11,-8371.984475,41.573769,0.004561,-8353.559255,Still in CN Loop
6,21,21,-8371.984442,0.000033,0.000020,-8353.559255,Still in CN Loop
6,21,31,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,41,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,47,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,48,-8371.984442,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,49,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,21,50,-8371.984442,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,1,-8416.762348,-8416.762348,6.393517,-8353.559255,Still in CN Loop
6,22,11,-8353.559255,63.203093,0.000091,-8353.559255,Still in CN Loop
6,22,21,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,31,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,41,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,47,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,48,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,49,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,22,50,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,23,1,-8390.437782,-8390.437782,6.693263,-8353.559255,Still in CN Loop
6,23,11,-8388.895262,1.542520,0.003511,-8353.559255,Still in CN Loop
6,23,21,-8388.895232,0.000030,0.000064,-8353.559255,Still in CN Loop
6,23,31,-8388.895232,0.000000,0.000001,-8353.559255,Still in CN Loop
6,23,41,-8388.895232,0.000000,0.000000,-8353.559255,Still in CN Loop
6,23,47,-8388.895232,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,23,48,-8388.895232,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,23,49,-8388.895232,0.000000,0.000000,-8353.559255,Still in CN Loop
6,23,50,-8388.895232,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,1,-8392.207886,-8392.207886,6.592703,-8353.559255,Still in CN Loop
6,24,11,-8353.559255,38.648631,0.000000,-8353.559255,Still in CN Loop
6,24,21,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,31,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,41,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,47,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,48,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,49,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,24,50,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,1,-8432.493976,-8432.493976,6.418646,-8353.559255,Still in CN Loop
6,25,11,-8377.919548,54.574428,0.000431,-8353.559255,Still in CN Loop
6,25,21,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,31,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,41,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,47,-8377.919548,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,48,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,49,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,25,50,-8377.919548,0.000000,0.000000,-8353.559255,Still in CN Loop
6,26,1,-8425.084557,-8425.084557,6.516011,-8353.559255,Still in CN Loop
6,26,11,-8382.223670,42.860887,0.420257,-8353.559255,Still in CN Loop
6,26,21,-8377.625504,4.598167,0.405984,-8353.559255,Still in CN Loop
6,26,31,-8369.783441,7.842063,0.000044,-8353.559255,Still in CN Loop
6,26,41,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,26,47,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,26,48,-8369.783441,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,26,49,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,26,50,-8369.783441,0.000000,0.000000,-8353.559255,Still in CN Loop
6,27,1,-8430.004775,-8430.004775,6.406510,-8353.559255,Still in CN Loop
6,27,11,-8371.100758,58.904017,0.009734,-8353.559255,Still in CN Loop
6,27,21,-8371.100469,0.000289,0.000228,-8353.559255,Still in CN Loop
6,27,31,-8371.100469,0.000000,0.000004,-8353.559255,Still in CN Loop
6,27,41,-8371.100469,0.000000,0.000000,-8353.559255,Still in CN Loop
6,27,47,-8371.100469,0.000000,0.000000,-8353.559255,Still in CN Loop
6,27,48,-8371.100469,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,27,49,-8371.100469,0.000000,0.000000,-8353.559255,Still in CN Loop
6,27,50,-8371.100469,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,1,-8417.460723,-8417.460723,6.689321,-8353.559255,Still in CN Loop
6,28,11,-8386.894408,30.566315,0.026842,-8353.559255,Still in CN Loop
6,28,21,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,31,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,41,-8386.894407,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,47,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,48,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,49,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,28,50,-8386.894407,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,1,-8476.888574,-8476.888574,6.314005,-8353.559255,Still in CN Loop
6,29,11,-8369.418476,107.470098,0.000130,-8353.559255,Still in CN Loop
6,29,21,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,31,-8369.418476,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,41,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,47,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,48,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,49,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,29,50,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,1,-8433.319075,-8433.319075,6.552461,-8353.559255,Still in CN Loop
6,30,11,-8369.418476,63.900599,0.000432,-8353.559255,Still in CN Loop
6,30,21,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,31,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,41,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,47,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,48,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,49,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,30,50,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,1,-8433.219147,-8433.219147,6.430027,-8353.559255,Still in CN Loop
6,31,11,-8369.908675,63.310472,0.000017,-8353.559255,Still in CN Loop
6,31,21,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,31,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,41,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,47,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,48,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,49,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,31,50,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,32,1,-8378.675384,-8378.675384,6.759205,-8353.559255,Still in CN Loop
6,32,11,-8377.936057,0.739327,0.002737,-8353.559255,Still in CN Loop
6,32,21,-8377.936039,0.000018,0.000051,-8353.559255,Still in CN Loop
6,32,31,-8377.936039,0.000000,0.000001,-8353.559255,Still in CN Loop
6,32,41,-8377.936039,0.000000,0.000000,-8353.559255,Still in CN Loop
6,32,47,-8377.936039,0.000000,0.000000,-8353.559255,Still in CN Loop
6,32,48,-8377.936039,0.000000,0.000000,-8353.559255,Still in CN Loop
6,32,49,-8377.936039,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,32,50,-8377.936039,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,1,-8371.233837,-8371.233837,6.733011,-8353.559255,Still in CN Loop
6,33,11,-8369.418477,1.815360,0.001901,-8353.559255,Still in CN Loop
6,33,21,-8369.418476,0.000001,0.000000,-8353.559255,Still in CN Loop
6,33,31,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,41,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,47,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,48,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,49,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,33,50,-8369.418476,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,1,-8465.231379,-8465.231379,6.183804,-8353.559255,Still in CN Loop
6,34,11,-8360.396928,104.834450,0.704945,-8353.559255,Still in CN Loop
6,34,21,-8360.395160,0.001768,0.000008,-8353.559255,Still in CN Loop
6,34,31,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,41,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,47,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,48,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,49,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,34,50,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,1,-8396.537559,-8396.537559,6.612229,-8353.559255,Still in CN Loop
6,35,11,-8369.908678,26.628882,0.002582,-8353.559255,Still in CN Loop
6,35,21,-8369.908675,0.000003,0.000000,-8353.559255,Still in CN Loop
6,35,31,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,41,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,47,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,48,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,49,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,35,50,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,1,-8374.783440,-8374.783440,6.638254,-8353.559255,Still in CN Loop
6,36,11,-8353.559255,21.224185,0.000000,-8353.559255,Still in CN Loop
6,36,21,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,31,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,41,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,47,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,48,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,49,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,36,50,-8353.559255,0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,1,-8380.973188,-8380.973188,6.695127,-8353.559255,Still in CN Loop
6,37,11,-8360.395163,20.578025,0.002119,-8353.559255,Still in CN Loop
6,37,21,-8360.395160,0.000003,0.000000,-8353.559255,Still in CN Loop
6,37,31,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,41,-8360.395160,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,47,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,48,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,49,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,37,50,-8360.395160,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,1,-8397.800455,-8397.800455,6.564672,-8353.559255,Still in CN Loop
6,38,11,-8369.908675,27.891780,0.000083,-8353.559255,Still in CN Loop
6,38,21,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,31,-8369.908675,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,41,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,47,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,48,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,49,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,38,50,-8369.908675,0.000000,0.000000,-8353.559255,Still in CN Loop
6,39,1,-8418.216736,-8418.216736,6.504923,-8353.559255,Still in CN Loop
6,39,11,-8376.132393,42.084343,0.503209,-8353.559255,Still in CN Loop
6,39,21,-8375.570070,0.562322,0.000651,-8353.559255,Still in CN Loop
6,39,31,-8375.570070,0.000001,0.000001,-8353.559255,Still in CN Loop
6,39,41,-8375.570070,0.000000,0.000000,-8353.559255,Still in CN Loop
6,39,47,-8375.570070,-0.000000,0.000000,-8353.559255,Still in CN Loop
6,39,48,-8375.570070,0.000000,0.000000,-8353.559255,Still in CN Loop
6,39,49,-8375.570070,-0.000000,0.000000,-8353.559255,Still in CN Loop
